customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
5576-VUBFP,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),165.67,6798.31,Yes,2024-09-01
5059-DEVWH,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),185.66,377.49,Yes,2024-09-01
1465-TDYQR,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,126.8,2470.24,Yes,2024-09-01
4803-RKYAO,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),126.98,989.92,Yes,2024-09-01
6071-MSZFT,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,136.42,2055.04,Yes,2024-09-01
5112-PGMWC,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.85,846.04,Yes,2024-09-01
2834-LYACP,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,170.78,10042.04,Yes,2024-09-01
8648-CYHNK,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,137.96,1686.88,Yes,2024-09-01
9008-SHOUT,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,155.89,4569.02,Yes,2024-09-01
9529-NRYCV,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,142.57,1157.67,Yes,2024-09-01
9140-YJWHO,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.18,1520.68,Yes,2024-09-01
6471-MJIEH,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,127.01,632.66,Yes,2024-09-01
2598-POIJQ,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),93.78,2462.37,No,2024-09-01
8167-LIZOF,Female,1,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,131.49,2922.76,No,2024-09-01
5578-XLUJX,Female,0,Yes,No,45,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,117.99,5309.76,No,2024-09-01
5982-SPOFX,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.63,1200.36,Yes,2024-09-01
8935-TQURQ,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,118.77,3396.5,Yes,2024-09-01
7708-AAGYL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,142.15,867.57,Yes,2024-09-01
4149-ZTRVX,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,133.94,1332.86,No,2024-09-01
9354-EKLYN,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.6,332.1,No,2024-09-01
3162-SKETZ,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,125.1,1929.67,Yes,2024-09-01
9991-IQHPN,Male,0,No,No,26,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),89.64,2302.99,No,2024-09-01
2432-LVEAS,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,132.49,7190.57,Yes,2024-09-01
6441-NLTTY,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),107.42,3476.5,No,2024-09-01
3381-BLLGE,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,44.57,314.79,No,2024-09-01
2945-IHGTT,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,131.06,518.66,Yes,2024-09-01
9452-VSQKQ,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,65.69,2654.34,No,2024-09-01
2526-WHAPC,Male,0,No,No,28,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,129.03,3658.66,Yes,2024-09-01
8552-EQBFX,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),132.92,409.89,Yes,2024-09-01
9710-ICKEX,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.71,1256.77,Yes,2024-09-02
1934-IVAXR,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.56,3482.82,Yes,2024-09-02
4729-YDJYH,Female,0,No,Yes,10,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.99,1034.82,Yes,2024-09-02
2686-LCKLV,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,153.16,6514.43,No,2024-09-02
6293-YFONC,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,107.17,2031.16,Yes,2024-09-02
5164-HPQBV,Female,1,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,136.05,6420.58,Yes,2024-09-02
3519-KYYVI,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.79,947.0,Yes,2024-09-02
6668-TAMZV,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.1,440.53,Yes,2024-09-02
8753-ADDYR,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,131.94,3515.57,No,2024-09-02
6690-QEESY,Male,0,No,Yes,19,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,110.47,2097.49,Yes,2024-09-02
3851-ARGTP,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),175.02,1369.58,Yes,2024-09-02
1669-ONXTA,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),119.23,1578.09,No,2024-09-02
6279-TOYTW,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,132.3,2288.06,Yes,2024-09-02
5464-RWRRC,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),170.76,1829.97,Yes,2024-09-02
7841-EAVWP,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.41,1181.53,Yes,2024-09-02
7806-OAZIJ,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,162.31,4083.73,Yes,2024-09-02
1050-KKRAX,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,165.01,2537.71,Yes,2024-09-02
9836-YLFCZ,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,122.64,6528.1,Yes,2024-09-02
4798-GKZGM,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),169.57,6106.81,Yes,2024-09-02
2239-SYULO,Female,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,130.27,4426.2,Yes,2024-09-02
1526-VZGZO,Female,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.07,595.44,Yes,2024-09-02
8119-EEVFT,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),142.84,4844.14,No,2024-09-02
9279-WMUXL,Female,0,No,No,32,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),143.71,4641.96,Yes,2024-09-02
1466-WVNDR,Female,1,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,124.92,5631.71,Yes,2024-09-02
3014-SXMUJ,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),181.67,4252.61,Yes,2024-09-02
9055-GXAIG,Male,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.77,1612.4,Yes,2024-09-02
7356-EYPDR,Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),123.27,3650.07,Yes,2024-09-02
3470-GHYNW,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,134.05,1713.69,Yes,2024-09-02
9971-CNSNH,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),173.0,352.6,Yes,2024-09-02
4307-OTTMW,Female,0,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.74,4224.63,Yes,2024-09-02
7634-NDKYI,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,117.3,5428.05,Yes,2024-09-02
4030-MITSS,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.71,3481.48,No,2024-09-02
1545-FELAU,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),66.72,2556.84,No,2024-09-02
4469-BYMKJ,Male,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,165.06,8787.54,Yes,2024-09-02
3078-LQGZV,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),144.02,3235.11,Yes,2024-09-02
9752-MLOFU,Female,1,No,No,13,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,128.93,1650.23,Yes,2024-09-02
4913-DBKEK,Male,0,No,No,51,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),121.26,6093.81,Yes,2024-09-02
1021-FBXUM,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),123.06,3454.39,Yes,2024-09-02
1429-LBSYO,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.02,2840.03,Yes,2024-09-02
5350-PECAL,Female,1,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),116.27,455.36,No,2024-09-02
2857-TPKBC,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.74,117.88,Yes,2024-09-02
1258-KLNRP,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,136.0,4900.48,Yes,2024-09-02
1718-QLOXX,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,140.77,986.46,Yes,2024-09-02
4105-IPIBY,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.51,569.51,Yes,2024-09-02
9451-CZJEL,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,173.05,1588.4,Yes,2024-09-03
7377-DTRLV,Female,1,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),155.71,2705.15,No,2024-09-03
7167-YNFSG,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),135.66,6076.02,Yes,2024-09-03
9471-AEJAK,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,144.3,3641.03,Yes,2024-09-03
1738-GBYVV,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,53.56,573.97,Yes,2024-09-03
9335-RLGGX,Female,1,Yes,No,24,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,82.17,1975.06,Yes,2024-09-03
6038-BDFWS,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,134.43,3461.12,Yes,2024-09-03
1420-XSQRE,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,147.73,5656.2,Yes,2024-09-03
7378-WZAER,Female,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,145.28,6896.45,Yes,2024-09-03
9244-QUBDU,Female,1,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),157.74,3357.18,Yes,2024-09-03
9542-DCBGJ,Female,1,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.48,1340.7,Yes,2024-09-03
3772-RIXKJ,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,173.47,5705.55,Yes,2024-09-03
6857-TVEBV,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,134.68,5200.7,Yes,2024-09-03
3500-YJZHZ,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,197.52,6861.7,Yes,2024-09-03
9119-BHSOW,Female,0,Yes,Yes,21,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,71.01,1488.34,Yes,2024-09-03
6595-AVUCA,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,141.44,4951.29,Yes,2024-09-03
5853-DGRRD,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,153.5,5456.73,Yes,2024-09-03
6200-COFTG,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,113.77,5580.27,Yes,2024-09-03
3774-LACUY,Male,0,Yes,No,33,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,109.13,3603.16,Yes,2024-09-03
5390-HROBQ,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,130.46,6603.77,No,2024-09-03
7649-PTNAN,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),108.34,1732.03,No,2024-09-03
2868-PTHUW,Male,0,No,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,124.23,4197.88,Yes,2024-09-03
6759-LAINF,Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,148.48,5710.87,Yes,2024-09-03
7592-VCOFD,Female,1,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,110.32,2594.06,Yes,2024-09-03
8419-DVOPR,Male,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.84,977.12,Yes,2024-09-03
7783-KBHFA,Female,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,130.23,257.39,Yes,2024-09-03
6945-JQPMD,Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),118.2,3775.48,Yes,2024-09-03
7326-YGKQS,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),125.11,3210.13,Yes,2024-09-03
7199-TKEOP,Female,1,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,146.83,3577.71,Yes,2024-09-03
7314-GMISE,Female,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),142.99,6539.23,No,2024-09-03
2199-HVHED,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.56,1241.39,Yes,2024-09-03
5075-ZAOKF,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,109.57,2933.39,No,2024-09-03
9915-JMMJC,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,185.6,8424.18,Yes,2024-09-03
7370-IEQBH,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,120.58,1722.7,No,2024-09-03
3287-EUXVV,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.82,2475.69,No,2024-09-03
3364-AFSSS,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.48,1552.15,Yes,2024-09-03
9469-DKXNZ,Female,1,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,122.04,1352.37,Yes,2024-09-03
5063-HCWGK,Female,0,No,No,30,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,122.64,3715.97,Yes,2024-09-03
2973-TOVFS,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),133.97,3532.72,Yes,2024-09-03
4146-JQEMI,Male,1,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),169.14,3116.43,Yes,2024-09-03
3977-HKPAI,Female,1,No,No,7,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,89.95,643.57,Yes,2024-09-04
4926-IUSSV,Male,1,Yes,Yes,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.75,3233.72,Yes,2024-09-04
6462-EGBIN,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,126.48,6145.18,Yes,2024-09-04
5910-QOFPJ,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,130.74,2761.36,Yes,2024-09-04
6329-NZKDP,Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),112.49,3527.96,Yes,2024-09-04
5220-GIFRJ,Female,0,No,No,33,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,87.24,2958.97,No,2024-09-04
5018-GXRVP,Male,1,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),109.5,2235.51,No,2024-09-04
2140-SZQDL,Male,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.11,355.9,Yes,2024-09-04
6614-APLLO,Male,1,Yes,No,10,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.52,1177.1,Yes,2024-09-04
5446-URMWK,Male,1,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,117.09,118.33,Yes,2024-09-04
8209-FBRLB,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),165.13,5576.03,Yes,2024-09-04
8218-JGFDN,Female,1,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.91,325.96,Yes,2024-09-04
1550-BRHOL,Female,1,Yes,No,43,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.21,4410.6,No,2024-09-04
9793-OZXWB,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,132.24,3652.59,Yes,2024-09-04
5135-VIHBP,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,60.2,2425.95,No,2024-09-04
5449-WYJVG,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.19,2895.12,Yes,2024-09-04
2166-ABAYI,Male,0,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.15,448.18,Yes,2024-09-04
6430-FZQTM,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.15,3121.52,No,2024-09-04
4532-EBJUR,Male,0,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,116.91,4383.19,Yes,2024-09-04
2142-ITRCV,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),148.02,6807.15,No,2024-09-04
4697-NSHGZ,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),139.75,1247.07,Yes,2024-09-04
8980-TDQFA,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,147.34,2492.84,Yes,2024-09-04
6592-RAGAY,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.06,2003.39,Yes,2024-09-04
1574-SQAPT,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,148.24,4345.08,Yes,2024-09-04
5018-XMQAU,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.35,1653.44,Yes,2024-09-04
5493-HNVFK,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,113.44,445.05,No,2024-09-04
4241-GPNGW,Female,1,No,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),115.52,2449.86,No,2024-09-04
7903-UXEGU,Male,1,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,114.35,1231.88,Yes,2024-09-04
